baker,last_name,series,baker_age,baker_occupation,hometown,episode,technical,result,signature_bake,show_stopper
john,Whaite,3,22,Law student,Wigan,4,6,IN,'Torte Noir' Black Forest Torte with Boozy Cream,Elderflower and Bramble Berry Pavlova
john,Whaite,3,22,Law student,Wigan,5,2,IN,Venison and Haggis Wellington,Star-Spangled Pecan Pie
john,Whaite,3,22,Law student,Wigan,6,5,IN,Spicy Toffee PuddingsRaspberry and White Chocolate Puddings,Did not complete due to injury
john,Whaite,3,22,Law student,Wigan,7,3,IN,Cherry and Almond Saffron Buns,Marzipan Stollen
john,Whaite,3,22,Law student,Wigan,8,3,IN,Asian Spice Crackers,Gingerbread Roman Coliseum
john,Whaite,3,22,Law student,Wigan,9,2,IN,Lemon MadeleinesWhite Chocolate and Raspberry TartletsDark Chocolate and Cherry Macaroons,Gateau St. Honoré a la Passion
john,Whaite,3,22,Law student,Wigan,10,2,WINNER,Italian Sausage and Roasted Vegetable Pithivier,Heaven and Hell Chiffon Cake
jon,Jenkins,9,47,Blood courier,Newport,1,5,IN,NA,NA
jon,Jenkins,9,47,Blood courier,Newport,2,1,IN,NA,NA
jon,Jenkins,9,47,Blood courier,Newport,3,2,IN,NA,NA
jon,Jenkins,9,47,Blood courier,Newport,4,3,IN,NA,NA
jon,Jenkins,9,47,Blood courier,Newport,5,7,IN,NA,NA
jon,Jenkins,9,47,Blood courier,Newport,6,2,IN,NA,NA
jon,Jenkins,9,47,Blood courier,Newport,7,4,OUT,NA,NA
jon,Jenkins,9,47,Blood courier,Newport,8,NA,NA,NA,NA
jon,Jenkins,9,47,Blood courier,Newport,9,NA,NA,NA,NA
jon,Jenkins,9,47,Blood courier,Newport,10,NA,NA,NA,NA
jonathan,Shepherd,1,25,Research Analyst,St Albans,1,9,IN,Carrot Cake with Lime and Cream Cheese Icing,Three Tiered White and Dark Chocolate with Almond and Cherry
jonathan,Shepherd,1,25,Research Analyst,St Albans,2,1,IN,Honey and Candied Ginger Cookies,Meringues with Whiskey Cream
jonathan,Shepherd,1,25,Research Analyst,St Albans,3,6,OUT,"Anchovy, Sweet Paprika and Oregano Bread","Sticky Lemon Honey Bun
Olive and Anchovy Roll
Sundried Tomatoes and Fresh Herbs Roll
Stilton, Walnut and Apple Roll
Cinnamon and Cardamom Chelsea Bun"
jonathan,Shepherd,1,25,Research Analyst,St Albans,4,NA,NA,NA,NA
jonathan,Shepherd,1,25,Research Analyst,St Albans,5,NA,NA,NA,NA
jonathan,Shepherd,1,25,Research Analyst,St Albans,6,NA,NA,NA,NA
jordan,Cox,5,32,IT Manager,"Sneinton, Nottingham",1,12,IN,Kawaii Frasier Swiss Roll,Lemon Drizzle Cakes with Blueberry and Lemon Curd
jordan,Cox,5,32,IT Manager,"Sneinton, Nottingham",2,6,IN,"Sourdough, Parmesan and Chilli Biscuits",Monster Attack
jordan,Cox,5,32,IT Manager,"Sneinton, Nottingham",3,10,OUT,Rye and Spelt Bread Rolls,Strawberry Raspberry Cheesecake Brioche
jordan,Cox,5,32,IT Manager,"Sneinton, Nottingham",4,NA,NA,NA,NA
jordan,Cox,5,32,IT Manager,"Sneinton, Nottingham",5,NA,NA,NA,NA
jordan,Cox,5,32,IT Manager,"Sneinton, Nottingham",6,NA,NA,NA,NA
jordan,Cox,5,32,IT Manager,"Sneinton, Nottingham",7,NA,NA,NA,NA
jordan,Cox,5,32,IT Manager,"Sneinton, Nottingham",8,NA,NA,NA,NA
jordan,Cox,5,32,IT Manager,"Sneinton, Nottingham",9,NA,NA,NA,NA
jordan,Cox,5,32,IT Manager,"Sneinton, Nottingham",10,NA,NA,NA,NA
julia,Chernogorova,8,21,Aviation Broker,"Crawley, West Sussex",1,3,IN,Courgette and Lemon Cake,'Russian Doll' Cake
julia,Chernogorova,8,21,Aviation Broker,"Crawley, West Sussex",2,4,IN,Middle Eastern Delight Sandwich Biscuits,'A British Baking' Game
julia,Chernogorova,8,21,Aviation Broker,"Crawley, West Sussex",3,2,STAR BAKER,Earl Grey Dried Fruit Teacakes,'The Snail Under a Mushroom' Bread Sculpture
julia,Chernogorova,8,21,Aviation Broker,"Crawley, West Sussex",4,9,IN,Pecan Salted Caramel Millionaire Shortbreads,Poppy Seed Caramel Cake
julia,Chernogorova,8,21,Aviation Broker,"Crawley, West Sussex",5,3,IN,Orange & Treacle Steamed School Pudding,'Opulent Ornament' Trifle Terrine
julia,Chernogorova,8,21,Aviation Broker,"Crawley, West Sussex",6,7,OUT,'Pies from the Tree' Decorative Pies,'Special Occasion' Pie
julia,Chernogorova,8,21,Aviation Broker,"Crawley, West Sussex",7,NA,NA,NA,NA
julia,Chernogorova,8,21,Aviation Broker,"Crawley, West Sussex",8,NA,NA,NA,NA
julia,Chernogorova,8,21,Aviation Broker,"Crawley, West Sussex",9,NA,NA,NA,NA
julia,Chernogorova,8,21,Aviation Broker,"Crawley, West Sussex",10,NA,NA,NA,NA
karen,Wright,9,60,In-store sampling assistant,Wakefield,1,6,IN,NA,NA
karen,Wright,9,60,In-store sampling assistant,Wakefield,2,11,IN,NA,NA
karen,Wright,9,60,In-store sampling assistant,Wakefield,3,5,IN,NA,NA
karen,Wright,9,60,In-store sampling assistant,Wakefield,4,7,IN,NA,NA
karen,Wright,9,60,In-store sampling assistant,Wakefield,5,9,OUT,NA,NA
karen,Wright,9,60,In-store sampling assistant,Wakefield,6,NA,NA,NA,NA
karen,Wright,9,60,In-store sampling assistant,Wakefield,7,NA,NA,NA,NA
karen,Wright,9,60,In-store sampling assistant,Wakefield,8,NA,NA,NA,NA
karen,Wright,9,60,In-store sampling assistant,Wakefield,9,NA,NA,NA,NA
karen,Wright,9,60,In-store sampling assistant,Wakefield,10,NA,NA,NA,NA
kate,Barmby,7,37,Nurse,"Brooke, Norfolk",1,4,IN,Berry Best Apple and Bramble Drizzle Cake,One Swallow Does Not Make A Summer Cake
kate,Barmby,7,37,Nurse,"Brooke, Norfolk",2,1,IN,"""A Biscuit for the Broads""","""I Promise I will do my best"""
kate,Barmby,7,37,Nurse,"Brooke, Norfolk",3,8,IN,Cobbled Loaf,The Corn Maiden
kate,Barmby,7,37,Nurse,"Brooke, Norfolk",4,7,OUT,Christmas Dinner Compromise,Hot Cross Bunny Churros
kate,Barmby,7,37,Nurse,"Brooke, Norfolk",5,NA,NA,NA,NA
kate,Barmby,7,37,Nurse,"Brooke, Norfolk",6,NA,NA,NA,NA
kate,Barmby,7,37,Nurse,"Brooke, Norfolk",7,NA,NA,NA,NA
kate,Barmby,7,37,Nurse,"Brooke, Norfolk",8,NA,NA,NA,NA
kate,Barmby,7,37,Nurse,"Brooke, Norfolk",9,NA,NA,NA,NA
kate,Barmby,7,37,Nurse,"Brooke, Norfolk",10,NA,NA,NA,NA
kate,Henry,5,41,Furniture Restorer,"Brighton, East Sussex",1,6,IN,Red Velvet and White Chocolate Swiss Roll,Mini Tiered Victoria Sponges
kate,Henry,5,41,Furniture Restorer,"Brighton, East Sussex",2,4,IN,Parmesan and Apple Biscuits,Tea Time
kate,Henry,5,41,Furniture Restorer,"Brighton, East Sussex",3,1,IN,Orange and Cardamom Rye Bread Knots,"Prosciutto, Olive and Coriander Bread"
kate,Henry,5,41,Furniture Restorer,"Brighton, East Sussex",4,7,IN,Chocolate and Salted Caramel Molten Puddings,"Pistachio, Raspberry and Chocolate Baked Alaska"
kate,Henry,5,41,Furniture Restorer,"Brighton, East Sussex",5,3,STAR BAKER,Rhubarb and Custard Tart,"Rhubarb, Prune and Apple Pies"
kate,Henry,5,41,Furniture Restorer,"Brighton, East Sussex",6,6,IN,"Pecan, Chocolate and Sour Cherry Yeast Cake",Trio of Dobos Tortes
kate,Henry,5,41,Furniture Restorer,"Brighton, East Sussex",7,4,OUT,Spinach and Paneer Spicy Samosa,Neapolitan & Lemon Meringue Éclairs
kate,Henry,5,41,Furniture Restorer,"Brighton, East Sussex",8,NA,NA,NA,NA
kate,Henry,5,41,Furniture Restorer,"Brighton, East Sussex",9,NA,NA,NA,NA
kate,Henry,5,41,Furniture Restorer,"Brighton, East Sussex",10,NA,NA,NA,NA
kate,Lyon,8,29,Health and safety inspector,Merseyside,1,1,IN,Moroccan Strawberry and Rose Cake,'Chocolate Terrarium' Cake
kate,Lyon,8,29,Health and safety inspector,Merseyside,2,8,IN,Coconut Seashells for a Titanic Afternoon Tea,'Jungle' Game
kate,Lyon,8,29,Health and safety inspector,Merseyside,3,10,IN,Blueberry Buns,'Kraken' Bread Sculpture
kate,Lyon,8,29,Health and safety inspector,Merseyside,4,6,STAR BAKER,Salted Bay Caramel Millionaire Shortbreads,Sticky Toffee Apple Caramel Cake
kate,Lyon,8,29,Health and safety inspector,Merseyside,5,8,IN,'Mr Darcy's Steamy Lake Scene' Steamed School Pudding,'My Great Great Nan's' Raspberry Trifle Terrine
kate,Lyon,8,29,Health and safety inspector,Merseyside,6,5,IN,'Vegetarian Pie Faces' Decorative Pies,Potato Curry Pie with Mango & Chilli Glaze
kate,Lyon,8,29,Health and safety inspector,Merseyside,7,6,IN,'Happy Hour' Cocktail Cannoli,'Flavour Fusion' Sfogliatelle
kate,Lyon,8,29,Health and safety inspector,Merseyside,8,2,IN,Burrito Bedfordshire Clangers,'Liver Building Turret' Savoy Cake
kate,Lyon,8,29,Health and safety inspector,Merseyside,9,4,IN,Bellini and Valencian Orange Choux Buns,'Rainbow' Meringue Centrepiece
kate,Lyon,8,29,Health and safety inspector,Merseyside,10,3,Runner-up,"Roman Spelt, Coconut Kala Chana and Flower Breads","White Chocolate, Yuzu and Lychee Entremet"
keith,Batsford,2,31,House husband,"Arlesey, Bedfordshire",1,12,OUT,Earl Grey Cupcakes,Chocolate and Sour Cream Cake
keith,Batsford,2,31,House husband,"Arlesey, Bedfordshire",2,NA,NA,NA,NA
keith,Batsford,2,31,House husband,"Arlesey, Bedfordshire",3,NA,NA,NA,NA
keith,Batsford,2,31,House husband,"Arlesey, Bedfordshire",4,NA,NA,NA,NA
keith,Batsford,2,31,House husband,"Arlesey, Bedfordshire",5,NA,NA,NA,NA
keith,Batsford,2,31,House husband,"Arlesey, Bedfordshire",6,NA,NA,NA,NA
keith,Batsford,2,31,House husband,"Arlesey, Bedfordshire",7,NA,NA,NA,NA
keith,Batsford,2,31,House husband,"Arlesey, Bedfordshire",8,NA,NA,NA,NA
kim-joy,Hewlett,9,27,Mental health specialist,Leeds,1,10,IN,NA,NA
kim-joy,Hewlett,9,27,Mental health specialist,Leeds,2,4,IN,NA,NA
kim-joy,Hewlett,9,27,Mental health specialist,Leeds,3,10,IN,NA,NA
kim-joy,Hewlett,9,27,Mental health specialist,Leeds,4,6,IN,NA,NA
kim-joy,Hewlett,9,27,Mental health specialist,Leeds,5,4,STAR BAKER,NA,NA
kim-joy,Hewlett,9,27,Mental health specialist,Leeds,6,5,IN,NA,NA
kim-joy,Hewlett,9,27,Mental health specialist,Leeds,7,6,STAR BAKER,NA,NA
kim-joy,Hewlett,9,27,Mental health specialist,Leeds,8,2,IN,NA,NA
kim-joy,Hewlett,9,27,Mental health specialist,Leeds,9,2,IN,NA,NA
kim-joy,Hewlett,9,27,Mental health specialist,Leeds,10,1,Runner-up,NA,NA
kimberley,Wilson,4,30,Psychologist,London,1,10,IN,Blood Orange Cake,"Chocolate, Raspberry & Basil Layer Cake"
kimberley,Wilson,4,30,Psychologist,London,2,1,IN,Nigella Seed and Parmesan Breadsticks,Peace Bread
kimberley,Wilson,4,30,Psychologist,London,3,6,IN,"Peach, Almond and Ginger Trifle",Chocolate Pistachio FinanciersLemon Bergamot Biscuits
kimberley,Wilson,4,30,Psychologist,London,4,4,STAR BAKER,Pecan and Rosemary Caramel Apple Pie,"Chicken, Bacon and Butternut Squash Pie"
kimberley,Wilson,4,30,Psychologist,London,5,7,IN,Cherry and Almond Bakewell Florentine Slice,Black and White Viennese Biscuit Stack
kimberley,Wilson,4,30,Psychologist,London,6,3,IN,Chai Spiced Ginger and Date Tea Loaf,Double Chocolate and Hazelnut BriochesDanish Kanelsnurrer
kimberley,Wilson,4,30,Psychologist,London,7,4,IN,Barberry and Apple Spotted Dickwith Maple Syrup and White Chocolate Custard,"Pear, Malt and Butterscotch Mille-feuilleBlackberry and Lemon Verbena Crème Brûle Custard TartsFig, Orange and Thyme Galette"
kimberley,Wilson,4,30,Psychologist,London,8,2,IN,Wild Garlic Pesto and Parma Ham Spelt Loaf,Butternut Squash and Spice Cake Toadstool House
kimberley,Wilson,4,30,Psychologist,London,9,1,STAR BAKER,Pea Purée TartsCrab and Wasabi ProfiterolesSteamed Buns with Barbecue Chicken,Passion Fruit and Lime Opera Cake
kimberley,Wilson,4,30,Psychologist,London,10,1,Runner-up,Chicken and Pig Pie,Languages of Love Wedding Cake
lea,Harris,1,51,Retired,"Midlothian, Scotland",1,10,OUT,Cranberry and Pistachio Cakewith Orange Flower Water Icing,Raspberries and Cream filled Chocolatewith Chocolate-dipped Fresh Fruit
lea,Harris,1,51,Retired,"Midlothian, Scotland",2,NA,NA,NA,NA
lea,Harris,1,51,Retired,"Midlothian, Scotland",3,NA,NA,NA,NA
lea,Harris,1,51,Retired,"Midlothian, Scotland",4,NA,NA,NA,NA
lea,Harris,1,51,Retired,"Midlothian, Scotland",5,NA,NA,NA,NA
lea,Harris,1,51,Retired,"Midlothian, Scotland",6,NA,NA,NA,NA
lee,Banfield,7,67,Pastor,Bolton,1,11,OUT,St. Clements Orange and Lemon Drizzle Cake,Strawberry Surprise Mirror Cake
lee,Banfield,7,67,Pastor,Bolton,2,NA,NA,NA,NA
lee,Banfield,7,67,Pastor,Bolton,3,NA,NA,NA,NA
lee,Banfield,7,67,Pastor,Bolton,4,NA,NA,NA,NA
lee,Banfield,7,67,Pastor,Bolton,5,NA,NA,NA,NA
lee,Banfield,7,67,Pastor,Bolton,6,NA,NA,NA,NA
lee,Banfield,7,67,Pastor,Bolton,7,NA,NA,NA,NA
lee,Banfield,7,67,Pastor,Bolton,8,NA,NA,NA,NA
lee,Banfield,7,67,Pastor,Bolton,9,NA,NA,NA,NA
lee,Banfield,7,67,Pastor,Bolton,10,NA,NA,NA,NA
liam,Charles,8,19,Student,North London,1,8,IN,Apple and Almond Crumble Maple Loaf,'Stackin' Sunday' Cake
liam,Charles,8,19,Student,North London,2,7,IN,Coffee Malted Pecan Shorties,'Classroom Classics' Game
liam,Charles,8,19,Student,North London,3,5,IN,Jamaican Spiced Teacakes,'Kneadapolitan' Bread Sculpture
liam,Charles,8,19,Student,North London,4,3,IN,Salted Peanut Butter Millionaire Shortbreads,White Layered Ginger Caramel Cake
liam,Charles,8,19,Student,North London,5,2,IN,Cherries & Lemons that are 'Baked Well','Cheers Lads' Trifle Terrine
liam,Charles,8,19,Student,North London,6,4,STAR BAKER,'Standard FC' Decorative Pies,'Nan's Sunday Dinner' Pie
liam,Charles,8,19,Student,North London,7,2,IN,'Just Doing Me' Cannoli,'Morning Delivery' Sfogliatelle
liam,Charles,8,19,Student,North London,8,5,OUT,'Take Out' Bedfordshire Clangers,'Fort Wizardore' Savoy Cake
liam,Charles,8,19,Student,North London,9,NA,NA,NA,NA
liam,Charles,8,19,Student,North London,10,NA,NA,NA,NA
louise,Brimelow,1,44,Police Officer,Manchester,1,NA,IN,Carrot and Orange Cake,"Never Fail Chocolate Sponge Cake,with Fresh Fruit, White & Chocolate Cigarello Border"
louise,Brimelow,1,44,Police Officer,Manchester,2,4,OUT,Stained Glass Window Shortbread,"Strawberry, Mint, and Cream Meringues  Chocolate Eclairs / Orange, Yellow and Pink Macarons"
louise,Brimelow,1,44,Police Officer,Manchester,3,NA,NA,NA,NA
louise,Brimelow,1,44,Police Officer,Manchester,4,NA,NA,NA,NA
louise,Brimelow,1,44,Police Officer,Manchester,5,NA,NA,NA,NA
louise,Brimelow,1,44,Police Officer,Manchester,6,NA,NA,NA,NA
louise,Williams,7,46,Hairdresser,Cardiff,1,9,IN,Orange Liqueur and Lemonade Drizzle Cake,White Chocolate Trifle Mirror Glaze Cake
louise,Williams,7,46,Hairdresser,Cardiff,2,10,OUT,Baa Bara Brith Biscuits,Gingerbread Wedding
louise,Williams,7,46,Hairdresser,Cardiff,3,NA,NA,NA,NA
louise,Williams,7,46,Hairdresser,Cardiff,4,NA,NA,NA,NA
louise,Williams,7,46,Hairdresser,Cardiff,5,NA,NA,NA,NA
louise,Williams,7,46,Hairdresser,Cardiff,6,NA,NA,NA,NA
louise,Williams,7,46,Hairdresser,Cardiff,7,NA,NA,NA,NA
louise,Williams,7,46,Hairdresser,Cardiff,8,NA,NA,NA,NA
louise,Williams,7,46,Hairdresser,Cardiff,9,NA,NA,NA,NA
louise,Williams,7,46,Hairdresser,Cardiff,10,NA,NA,NA,NA
lucy,Bellamy,4,38,Horticulturist,"Grimsby, Lincolnshire",1,2,IN,Timperley Early Cake,Thyme 'Wildwood' Cake
lucy,Bellamy,4,38,Horticulturist,"Grimsby, Lincolnshire",2,12,OUT,Grissini with Salt,Roast Tomato Bread
lucy,Bellamy,4,38,Horticulturist,"Grimsby, Lincolnshire",3,NA,NA,NA,NA
lucy,Bellamy,4,38,Horticulturist,"Grimsby, Lincolnshire",4,NA,NA,NA,NA
lucy,Bellamy,4,38,Horticulturist,"Grimsby, Lincolnshire",5,NA,NA,NA,NA
lucy,Bellamy,4,38,Horticulturist,"Grimsby, Lincolnshire",6,NA,NA,NA,NA
lucy,Bellamy,4,38,Horticulturist,"Grimsby, Lincolnshire",7,NA,NA,NA,NA
lucy,Bellamy,4,38,Horticulturist,"Grimsby, Lincolnshire",8,NA,NA,NA,NA
lucy,Bellamy,4,38,Horticulturist,"Grimsby, Lincolnshire",9,NA,NA,NA,NA
lucy,Bellamy,4,38,Horticulturist,"Grimsby, Lincolnshire",10,NA,NA,NA,NA
luis,Troyano,5,42,Graphic Designer,"Poynton, Cheshire",1,7,IN,Spanish Swiss Roll,Raspberry and Lemon Genoise Slices with Lemon Drizzles
luis,Troyano,5,42,Graphic Designer,"Poynton, Cheshire",2,3,IN,Black Olive and Rosemary Biscuits with Caramelised Onion Glaze,George Versus The Dragon
luis,Troyano,5,42,Graphic Designer,"Poynton, Cheshire",3,2,STAR BAKER,Opposites Attract Rolls,Roscón de Reyes
luis,Troyano,5,42,Graphic Designer,"Poynton, Cheshire",4,2,IN,Pears in Puddings,Bakewell Alaska
luis,Troyano,5,42,Graphic Designer,"Poynton, Cheshire",5,6,IN,Tropical Manchester Tart,Four Fruity Seasons Tower
luis,Troyano,5,42,Graphic Designer,"Poynton, Cheshire",6,3,IN,Apple and Cinnamon Kugelhopf with Honeyed Apples,The Cage on the Rocky Hill
luis,Troyano,5,42,Graphic Designer,"Poynton, Cheshire",7,5,IN,Childhood Empanadas,"Stars and Stripes Éclairs
(Blueberry Cheesecake & Peanut Butter and Jelly Éclairs)"
luis,Troyano,5,42,Graphic Designer,"Poynton, Cheshire",8,2,IN,Black Forest Cherry Tree,"Cocktail Doughnuts
(Mudslide & Raspberry Mojito)"
luis,Troyano,5,42,Graphic Designer,"Poynton, Cheshire",9,1,IN,Indian Rose BaklavaHalwa Baklava Rolls,"Chocolate Mousse & Cherry EntremetsPomegranate, Fig & Pistachio Sponges"
luis,Troyano,5,42,Graphic Designer,"Poynton, Cheshire",10,2,Runner-up,"Apple, Walnut, Raisin and Cheshire Cheese ChaussonsPain au Chocolat Blanc with Raspberries and Cream Cheese",Village in Chocolate
luke,Thompson,9,30,Civil servant/house and techno DJ,Sheffield,1,8,IN,NA,NA
luke,Thompson,9,30,Civil servant/house and techno DJ,Sheffield,2,7,OUT,NA,NA
luke,Thompson,9,30,Civil servant/house and techno DJ,Sheffield,3,NA,NA,NA,NA
luke,Thompson,9,30,Civil servant/house and techno DJ,Sheffield,4,NA,NA,NA,NA
luke,Thompson,9,30,Civil servant/house and techno DJ,Sheffield,5,NA,NA,NA,NA
luke,Thompson,9,30,Civil servant/house and techno DJ,Sheffield,6,NA,NA,NA,NA
luke,Thompson,9,30,Civil servant/house and techno DJ,Sheffield,7,NA,NA,NA,NA
luke,Thompson,9,30,Civil servant/house and techno DJ,Sheffield,8,NA,NA,NA,NA
luke,Thompson,9,30,Civil servant/house and techno DJ,Sheffield,9,NA,NA,NA,NA
luke,Thompson,9,30,Civil servant/house and techno DJ,Sheffield,10,NA,NA,NA,NA
manisha,Parmar,3,27,Nursery nurse,Leicester,1,6,IN,"Vanilla, Peach and Raspberry",White Chocolate Cake with a Red Velvet and White Chocolate Mousse Heart
manisha,Parmar,3,27,Nursery nurse,Leicester,2,6,IN,Indian FlatbreadsItalian Flatbreads,UNKNOWN
manisha,Parmar,3,27,Nursery nurse,Leicester,3,10,IN,"Cinnamon, Apple and Pear Tarte Tatin",Rum and Tropical Fruit Tart
manisha,Parmar,3,27,Nursery nurse,Leicester,4,9,IN,"Almond, Chocolate and Cherry Torte",Tiramisu Layered Meringue Dessert
manisha,Parmar,3,27,Nursery nurse,Leicester,5,5,OUT,Lamb Wellington with Rosemary and Mint,Banana Scotch Pie
manisha,Parmar,3,27,Nursery nurse,Leicester,6,NA,NA,NA,NA
manisha,Parmar,3,27,Nursery nurse,Leicester,7,NA,NA,NA,NA
manisha,Parmar,3,27,Nursery nurse,Leicester,8,NA,NA,NA,NA
manisha,Parmar,3,27,Nursery nurse,Leicester,9,NA,NA,NA,NA
manisha,Parmar,3,27,Nursery nurse,Leicester,10,NA,NA,NA,NA
manon,Lagrave,9,26,Software project manager,London,1,3,STAR BAKER,NA,NA
manon,Lagrave,9,26,Software project manager,London,2,6,IN,NA,NA
manon,Lagrave,9,26,Software project manager,London,3,3,IN,NA,NA
manon,Lagrave,9,26,Software project manager,London,4,8,IN,NA,NA
manon,Lagrave,9,26,Software project manager,London,5,5,IN,NA,NA
manon,Lagrave,9,26,Software project manager,London,6,4,IN,NA,NA
manon,Lagrave,9,26,Software project manager,London,7,2,IN,NA,NA
manon,Lagrave,9,26,Software project manager,London,8,4,OUT,NA,NA
manon,Lagrave,9,26,Software project manager,London,9,NA,NA,NA,NA
manon,Lagrave,9,26,Software project manager,London,10,NA,NA,NA,NA
marie,Campbell,6,66,Retired,"Auchterarder, Perthshire",1,3,STAR BAKER,Zingy Citrus Madeira Cake,A Walk in the Black Forest
marie,Campbell,6,66,Retired,"Auchterarder, Perthshire",2,11,OUT,Biscotti Italiano,Russian Box
marie,Campbell,6,66,Retired,"Auchterarder, Perthshire",3,NA,NA,NA,NA
marie,Campbell,6,66,Retired,"Auchterarder, Perthshire",4,NA,NA,NA,NA
marie,Campbell,6,66,Retired,"Auchterarder, Perthshire",5,NA,NA,NA,NA
marie,Campbell,6,66,Retired,"Auchterarder, Perthshire",6,NA,NA,NA,NA
marie,Campbell,6,66,Retired,"Auchterarder, Perthshire",7,NA,NA,NA,NA
marie,Campbell,6,66,Retired,"Auchterarder, Perthshire",8,NA,NA,NA,NA
marie,Campbell,6,66,Retired,"Auchterarder, Perthshire",9,NA,NA,NA,NA
marie,Campbell,6,66,Retired,"Auchterarder, Perthshire",10,NA,NA,NA,NA
mark,Onley,4,37,Carpenter and Kitchen Fitter,Milton Keynes,1,5,IN,Lemon and Poppy Seed Cake,Chocolate Monster
mark,Onley,4,37,Carpenter and Kitchen Fitter,Milton Keynes,2,6,IN,Rosemary & Raisin Breadsticks,Sage & Garlic Plait
mark,Onley,4,37,Carpenter and Kitchen Fitter,Milton Keynes,3,11,OUT,"Ginger, Mango and Passion Fruit Trifle",Rose and Pistachio MacaroonsChocolate and Raspberry Bites
mark,Onley,4,37,Carpenter and Kitchen Fitter,Milton Keynes,4,NA,NA,NA,NA
mark,Onley,4,37,Carpenter and Kitchen Fitter,Milton Keynes,5,NA,NA,NA,NA
mark,Onley,4,37,Carpenter and Kitchen Fitter,Milton Keynes,6,NA,NA,NA,NA
mark,Onley,4,37,Carpenter and Kitchen Fitter,Milton Keynes,7,NA,NA,NA,NA
mark,Onley,4,37,Carpenter and Kitchen Fitter,Milton Keynes,8,NA,NA,NA,NA
mark,Onley,4,37,Carpenter and Kitchen Fitter,Milton Keynes,9,NA,NA,NA,NA
mark,Onley,4,37,Carpenter and Kitchen Fitter,Milton Keynes,10,NA,NA,NA,NA
mark,Whithers,1,48,Bus Driver,South Wales,1,NA,OUT,Sticky Marmalade Tea Loaf,Heart-shaped Chocolate and Beetroot Cake with Store-Bought silver chocolate hearts and chocolate red and white roses.
mark,Whithers,1,48,Bus Driver,South Wales,2,NA,NA,NA,NA
mark,Whithers,1,48,Bus Driver,South Wales,3,NA,NA,NA,NA
mark,Whithers,1,48,Bus Driver,South Wales,4,NA,NA,NA,NA
mark,Whithers,1,48,Bus Driver,South Wales,5,NA,NA,NA,NA
mark,Whithers,1,48,Bus Driver,South Wales,6,NA,NA,NA,NA
martha,Collison,5,17,Student,"Ascot, Berkshire",1,2,IN,Tiramisu Swiss Roll,Mini Lemon and Thyme Drizzle Cakes
martha,Collison,5,17,Student,"Ascot, Berkshire",2,5,IN,Caramelised Onion and Goat's Cheese Sandwich Biscuits,Ski Village Scene
martha,Collison,5,17,Student,"Ascot, Berkshire",3,3,IN,Date and Walnut Rye Rolls,Stuffed Sunflower Loaf
martha,Collison,5,17,Student,"Ascot, Berkshire",4,1,IN,Peanut Butter Chocolate Fondants,Key Lime Baked Alaska
martha,Collison,5,17,Student,"Ascot, Berkshire",5,1,IN,"Pistachio, Apricot and Honey Custard Tart",Three Little Pigs Pie
martha,Collison,5,17,Student,"Ascot, Berkshire",6,4,IN,Dark Chocolate and Almond Liqueur Savarin,Chess-Themed Chocolate and Salted Caramel Dobos Torte
martha,Collison,5,17,Student,"Ascot, Berkshire",7,3,IN,Mini Beef Wellingtons,Rhubarb and Custard & Maple Syrup and Bacon Éclairs
martha,Collison,5,17,Student,"Ascot, Berkshire",8,5,OUT,Spiced Plum Iced Bread Swirl,Glazed Lemon & Poppy Seed DoughnutsChocolate & Passion Fruit Doughnuts
martha,Collison,5,17,Student,"Ascot, Berkshire",9,NA,NA,NA,NA
martha,Collison,5,17,Student,"Ascot, Berkshire",10,NA,NA,NA,NA
mary-anne,Boermans,2,45,Housewife,"Kidderminster, Worcestershire",1,4,IN,Banoffee Cupcakes,Chocolate and Raspberry Opera cake
mary-anne,Boermans,2,45,Housewife,"Kidderminster, Worcestershire",2,9,IN,"Roasted Cauliflower, Cheese andCaramelised Onion Quiche",Butterscotch Brulée Tarts in Pecan PastryApple Rose Tarts
mary-anne,Boermans,2,45,Housewife,"Kidderminster, Worcestershire",3,5,IN,Ploughman's Loaf,Herb and Walnut BreadsChocolate and Chilli Buns
mary-anne,Boermans,2,45,Housewife,"Kidderminster, Worcestershire",4,2,IN,Melting Moments,Blackcurrant and Mint MacaronsGooseberry and Elderflower MacaronsHazelnut Macarons
mary-anne,Boermans,2,45,Housewife,"Kidderminster, Worcestershire",5,2,IN,Chicken and Bacon Pie,Midnight Meringue
mary-anne,Boermans,2,45,Housewife,"Kidderminster, Worcestershire",6,4,IN,Tutti Fruitti Curd Baked Cheesecake,Orange and Praline Croquembouche with Cardamom Caramel
mary-anne,Boermans,2,45,Housewife,"Kidderminster, Worcestershire",7,2,IN,Chocolate and Orange Mousse Cake,Raspberry Rose DanishesPraline SpiralsAlsatian Plaited Danishes
mary-anne,Boermans,2,45,Housewife,"Kidderminster, Worcestershire",8,3,Runner-up,Lemon and Ginger Mille Feuille,Fruit Tarts with Elderflower CustardStrawberry and Rhubarb CheesecakesBlack Fruit Meringue with Everlasting Syllabub
mat,Riley,6,37,Fire fighter,London,1,7,IN,Gin and Tonic Madeira Cake,Black Forest Gateau
mat,Riley,6,37,Fire fighter,London,2,5,IN,"Pistachio, Cranberry and White Chocolate Biscotti",Gingerbread Fire Engine
